ST_CASE,VEH_NO,DRIVER_DISTRACTION
260003,1,Reported as Unknown if Distracted
260004,1,Not Distracted
260004,2,Reported as Unknown if Distracted
260005,1,Not Distracted
260005,2,Not Distracted
260006,1,Reported as Unknown if Distracted
260006,2,Not Distracted
260007,1,Reported as Unknown if Distracted
260008,1,Reported as Unknown if Distracted
260009,1,Reported as Unknown if Distracted
260009,2,Reported as Unknown if Distracted
260010,1,Not Distracted
260011,1,Not Distracted
260012,1,Reported as Unknown if Distracted
260013,1,Not Distracted
260014,1,Reported as Unknown if Distracted
260015,1,Reported as Unknown if Distracted
260015,2,Not Distracted
260016,1,Not Distracted
260017,1,Not Distracted
260017,2,Not Distracted
260017,3,Not Distracted
260018,1,Not Distracted
260019,1,Reported as Unknown if Distracted
260019,2,Reported as Unknown if Distracted
260019,3,Not Distracted
260020,1,Reported as Unknown if Distracted
260020,2,Reported as Unknown if Distracted
260020,3,Not Distracted
260021,1,Not Distracted
260022,1,Reported as Unknown if Distracted
260022,2,Not Distracted
260023,1,Not Distracted
260023,2,Not Distracted
260023,3,Not Distracted
260024,1,Reported as Unknown if Distracted
260025,1,Reported as Unknown if Distracted
260026,1,Reported as Unknown if Distracted
260027,1,Not Distracted
260027,2,Reported as Unknown if Distracted
260028,1,Reported as Unknown if Distracted
260028,2,Not Distracted
260028,3,Not Distracted
260029,1,Reported as Unknown if Distracted
260030,1,Reported as Unknown if Distracted
260031,1,Not Distracted
260031,2,Not Distracted
260032,1,Reported as Unknown if Distracted
260033,1,Reported as Unknown if Distracted
260034,1,Reported as Unknown if Distracted
260035,1,Not Distracted
260035,2,Not Distracted
260036,1,Reported as Unknown if Distracted
260036,2,Not Distracted
260037,1,Reported as Unknown if Distracted
260038,1,Not Distracted
260039,1,Reported as Unknown if Distracted
260039,2,Not Distracted
260040,1,Not Distracted
260041,1,Reported as Unknown if Distracted
260041,2,Not Distracted
260042,1,Not Distracted
260042,2,Not Distracted
260043,1,While Talking or Listening to Mobile Phone
260044,1,Not Distracted
260045,1,While Manipulating Mobile Phone
260046,1,Reported as Unknown if Distracted
260046,3,No Driver Present/Unknown if Driver present
260047,1,Not Distracted
260048,1,Not Distracted
260048,2,Not Distracted
260049,1,Reported as Unknown if Distracted
260049,2,Not Distracted
260050,1,Not Distracted
260051,1,Reported as Unknown if Distracted
260051,2,Reported as Unknown if Distracted
260052,1,"Distraction (Distracted), Details Unknown"
260053,1,Reported as Unknown if Distracted
260053,2,Not Distracted
260054,1,Reported as Unknown if Distracted
260055,1,Reported as Unknown if Distracted
260055,2,Not Distracted
260056,1,Reported as Unknown if Distracted
260057,1,Not Distracted
260058,1,Reported as Unknown if Distracted
260058,2,Not Distracted
260059,1,Reported as Unknown if Distracted
260059,2,No Driver Present/Unknown if Driver present
260060,1,Reported as Unknown if Distracted
260060,2,Not Distracted
260061,1,Not Distracted
260061,2,Not Distracted
260062,1,Reported as Unknown if Distracted
260063,1,Reported as Unknown if Distracted
260064,1,Reported as Unknown if Distracted
260065,1,Reported as Unknown if Distracted
260065,2,Reported as Unknown if Distracted
260066,1,Reported as Unknown if Distracted
260066,2,Not Distracted
260067,1,Reported as Unknown if Distracted
260068,1,Reported as Unknown if Distracted
260069,1,Reported as Unknown if Distracted
260069,2,Not Distracted
260070,1,Not Distracted
260070,2,Not Distracted
260071,1,Reported as Unknown if Distracted
260071,2,Reported as Unknown if Distracted
260072,1,Reported as Unknown if Distracted
260073,1,Reported as Unknown if Distracted
260074,1,Reported as Unknown if Distracted
260075,1,Not Distracted
260075,2,Not Distracted
260076,1,Not Distracted
260076,2,Not Distracted
260077,1,Reported as Unknown if Distracted
260077,2,Not Distracted
260078,1,Reported as Unknown if Distracted
260079,1,Reported as Unknown if Distracted
260079,2,Reported as Unknown if Distracted
260080,1,Reported as Unknown if Distracted
260080,2,Reported as Unknown if Distracted
260081,1,Reported as Unknown if Distracted
260081,2,Reported as Unknown if Distracted
260082,1,Reported as Unknown if Distracted
260082,2,Not Distracted
260083,1,Reported as Unknown if Distracted
260084,1,Not Distracted
260084,2,Not Distracted
260085,1,Reported as Unknown if Distracted
260086,1,Reported as Unknown if Distracted
260087,1,"Distracted by Outside Person, Object or Event"
260088,1,Reported as Unknown if Distracted
260088,2,Reported as Unknown if Distracted
260088,3,Reported as Unknown if Distracted
260089,1,Reported as Unknown if Distracted
260090,1,Not Distracted
260091,1,Reported as Unknown if Distracted
260091,2,Not Distracted
260092,1,Reported as Unknown if Distracted
260092,2,Reported as Unknown if Distracted
260093,1,Reported as Unknown if Distracted
260093,2,Not Distracted
260094,1,Not Distracted
260094,2,Not Distracted
260095,1,Reported as Unknown if Distracted
260095,2,No Driver Present/Unknown if Driver present
260096,1,Reported as Unknown if Distracted
260097,1,Reported as Unknown if Distracted
260097,2,Not Distracted
260098,1,Not Distracted
260099,1,Reported as Unknown if Distracted
260101,1,"Distracted by Outside Person, Object or Event"
260101,2,Not Distracted
260102,1,Not Distracted
260103,1,Reported as Unknown if Distracted
260103,2,Not Distracted
260104,1,Not Distracted
260104,2,Not Distracted
260106,1,Reported as Unknown if Distracted
260106,2,Not Distracted
260107,1,Not Distracted
260108,1,Reported as Unknown if Distracted
260109,1,Not Distracted
260110,1,Not Distracted
260110,2,Not Distracted
260111,1,Reported as Unknown if Distracted
260112,1,Reported as Unknown if Distracted
260113,1,Reported as Unknown if Distracted
260114,1,Reported as Unknown if Distracted
260115,1,"Distracted by Outside Person, Object or Event"
260116,1,Reported as Unknown if Distracted
260117,1,Reported as Unknown if Distracted
260118,1,Reported as Unknown if Distracted
260119,1,Not Distracted
260119,2,Not Distracted
260120,1,Reported as Unknown if Distracted
260120,2,Not Distracted
260121,1,Reported as Unknown if Distracted
260121,2,Not Distracted
260122,1,Not Distracted
260122,2,Not Distracted
260123,1,Not Distracted
260124,1,"Distraction (Distracted), Details Unknown"
260124,2,Not Distracted
260124,3,Not Distracted
260124,4,Not Distracted
260125,1,Reported as Unknown if Distracted
260125,2,Not Distracted
260126,1,Reported as Unknown if Distracted
260126,2,Not Distracted
260126,3,Not Distracted
260127,1,Reported as Unknown if Distracted
260127,2,Reported as Unknown if Distracted
260127,3,Reported as Unknown if Distracted
260128,1,Not Distracted
260128,2,Not Distracted
260129,1,Reported as Unknown if Distracted
260130,1,Not Distracted
260131,1,"Distraction (Distracted), Details Unknown"
260132,1,Reported as Unknown if Distracted
260133,1,Not Distracted
260134,1,Not Distracted
260135,1,Not Distracted
260135,2,Not Distracted
260136,1,Reported as Unknown if Distracted
260136,2,Not Distracted
260137,1,Reported as Unknown if Distracted
260137,2,Not Distracted
260138,1,Reported as Unknown if Distracted
260139,1,Reported as Unknown if Distracted
260140,1,Reported as Unknown if Distracted
260140,2,Not Distracted
260141,1,Not Distracted
260142,1,Reported as Unknown if Distracted
260142,2,Not Distracted
260143,1,Reported as Unknown if Distracted
260143,2,Not Distracted
260144,1,Not Distracted
260145,1,Reported as Unknown if Distracted
260146,1,Not Distracted
260147,1,Not Distracted
260147,2,Reported as Unknown if Distracted
260148,1,Reported as Unknown if Distracted
260150,1,Not Distracted
260151,1,Not Distracted
260151,2,Reported as Unknown if Distracted
260152,1,Reported as Unknown if Distracted
260153,1,Reported as Unknown if Distracted
260153,2,Reported as Unknown if Distracted
260154,1,Not Distracted
260155,1,Reported as Unknown if Distracted
260156,1,Reported as Unknown if Distracted
260156,2,Reported as Unknown if Distracted
260157,1,Not Distracted
260157,2,Not Distracted
260158,1,Not Distracted
260159,1,Reported as Unknown if Distracted
260160,1,Not Distracted
260160,2,Not Distracted
260160,3,Reported as Unknown if Distracted
260161,1,Reported as Unknown if Distracted
260162,1,Reported as Unknown if Distracted
260163,1,Not Distracted
260164,1,While Using or Reaching for Device/Object Brought into Vehicle
260165,1,Not Distracted
260166,1,Reported as Unknown if Distracted
260167,1,Reported as Unknown if Distracted
260168,1,Not Distracted
260168,2,Not Distracted
260169,1,Reported as Unknown if Distracted
260169,2,Reported as Unknown if Distracted
260170,1,Reported as Unknown if Distracted
260171,1,Reported as Unknown if Distracted
260172,1,Reported as Unknown if Distracted
260172,2,Not Distracted
260173,1,Not Distracted
260173,2,Not Distracted
260174,1,Reported as Unknown if Distracted
260175,1,Reported as Unknown if Distracted
260175,2,Not Distracted
260176,1,Reported as Unknown if Distracted
260177,1,Reported as Unknown if Distracted
260177,2,Reported as Unknown if Distracted
260178,1,"Distracted by Outside Person, Object or Event"
260178,2,Not Distracted
260178,3,Not Distracted
260179,1,Reported as Unknown if Distracted
260180,1,Not Distracted
260181,1,Not Distracted
260181,2,Not Distracted
260182,1,Reported as Unknown if Distracted
260182,2,Reported as Unknown if Distracted
260184,1,Reported as Unknown if Distracted
260184,2,Reported as Unknown if Distracted
260184,3,Reported as Unknown if Distracted
260185,1,Not Distracted
260185,2,Not Distracted
260186,1,Reported as Unknown if Distracted
260187,1,Reported as Unknown if Distracted
260187,2,Not Distracted
260188,1,Reported as Unknown if Distracted
260189,1,Reported as Unknown if Distracted
260189,2,Not Distracted
260190,1,Reported as Unknown if Distracted
260190,2,"Distracted by Outside Person, Object or Event"
260191,1,Reported as Unknown if Distracted
260191,2,Reported as Unknown if Distracted
260192,1,Not Distracted
260192,2,Reported as Unknown if Distracted
260193,1,Reported as Unknown if Distracted
260193,2,Not Distracted
260194,1,Reported as Unknown if Distracted
260195,1,Reported as Unknown if Distracted
260195,2,Not Distracted
260196,1,Not Distracted
260196,2,Not Distracted
260197,1,Reported as Unknown if Distracted
260198,1,Not Distracted
260198,2,Not Distracted
260199,1,Not Distracted
260200,1,"Distracted by Outside Person, Object or Event"
260200,2,Not Distracted
260201,1,Reported as Unknown if Distracted
260201,2,Reported as Unknown if Distracted
260202,1,Reported as Unknown if Distracted
260203,1,Reported as Unknown if Distracted
260203,2,Not Distracted
260203,3,Not Distracted
260204,1,Reported as Unknown if Distracted
260205,1,By Other Occupant(s)
260206,1,Not Distracted
260207,1,Not Distracted
260207,2,Not Distracted
260207,3,Not Distracted
260208,1,Reported as Unknown if Distracted
260209,1,Not Distracted
260210,1,Reported as Unknown if Distracted
260211,1,Reported as Unknown if Distracted
260212,1,Not Distracted
260213,1,Reported as Unknown if Distracted
260214,1,Reported as Unknown if Distracted
260214,2,Not Distracted
260215,1,Reported as Unknown if Distracted
260216,1,Reported as Unknown if Distracted
260217,1,Reported as Unknown if Distracted
260218,1,Reported as Unknown if Distracted
260219,1,Reported as Unknown if Distracted
260219,2,Not Distracted
260219,3,Not Distracted
260220,1,Reported as Unknown if Distracted
260221,1,Reported as Unknown if Distracted
260221,2,Not Distracted
260222,1,"Inattention (Inattentive), Details Unknown"
260222,2,Not Distracted
260223,1,Reported as Unknown if Distracted
260224,1,Reported as Unknown if Distracted
260225,1,Reported as Unknown if Distracted
260225,2,Not Distracted
260226,1,Not Distracted
260226,2,Reported as Unknown if Distracted
260227,1,Reported as Unknown if Distracted
260227,2,Not Distracted
260228,1,Reported as Unknown if Distracted
260229,1,Not Distracted
260229,2,Reported as Unknown if Distracted
260230,1,Reported as Unknown if Distracted
260231,1,Not Distracted
260231,2,Not Distracted
260232,1,Not Distracted
260233,1,Reported as Unknown if Distracted
260234,1,Reported as Unknown if Distracted
260235,1,Reported as Unknown if Distracted
260236,1,Not Distracted
260237,1,Not Distracted
260238,1,Not Distracted
260239,1,Reported as Unknown if Distracted
260240,1,"Distracted by Outside Person, Object or Event"
260241,1,Reported as Unknown if Distracted
260242,1,Not Distracted
260243,1,Not Distracted
260244,1,Reported as Unknown if Distracted
260245,1,Reported as Unknown if Distracted
260246,1,Reported as Unknown if Distracted
260247,1,Reported as Unknown if Distracted
260248,1,Reported as Unknown if Distracted
260249,1,Not Distracted
260249,2,Not Distracted
260250,1,While Using or Reaching for Device/Object Brought into Vehicle
260250,2,Not Distracted
260251,1,Not Distracted
260252,1,Not Distracted
260252,2,Reported as Unknown if Distracted
260253,1,Reported as Unknown if Distracted
260253,2,Not Distracted
260254,1,Reported as Unknown if Distracted
260255,1,"Distracted by Outside Person, Object or Event"
260255,2,Not Distracted
260256,1,Reported as Unknown if Distracted
260256,2,Not Distracted
260257,1,Not Distracted
260257,2,Not Distracted
260258,1,Reported as Unknown if Distracted
260259,1,Reported as Unknown if Distracted
260259,2,Reported as Unknown if Distracted
260259,3,Not Distracted
260260,1,Reported as Unknown if Distracted
260260,2,Not Distracted
260260,3,Not Distracted
260261,1,Reported as Unknown if Distracted
260262,2,Reported as Unknown if Distracted
260263,1,Reported as Unknown if Distracted
260264,1,Reported as Unknown if Distracted
260265,1,Not Distracted
260265,2,Not Distracted
260266,1,Reported as Unknown if Distracted
260267,1,Not Distracted
260267,2,Not Distracted
260268,1,Reported as Unknown if Distracted
260268,2,Not Distracted
260269,1,Reported as Unknown if Distracted
260269,2,Not Distracted
260270,1,Reported as Unknown if Distracted
260271,1,Not Distracted
260272,1,Not Distracted
260273,1,Reported as Unknown if Distracted
260274,1,Not Distracted
260274,2,Not Distracted
260275,1,Not Distracted
260276,1,Reported as Unknown if Distracted
260276,2,Reported as Unknown if Distracted
260277,1,Reported as Unknown if Distracted
260278,1,"Distracted by Outside Person, Object or Event"
260278,2,Not Distracted
260279,1,Reported as Unknown if Distracted
260280,1,Reported as Unknown if Distracted
260280,2,Reported as Unknown if Distracted
260281,1,Reported as Unknown if Distracted
260281,2,Not Distracted
260282,1,Reported as Unknown if Distracted
260282,2,Reported as Unknown if Distracted
260283,1,Not Distracted
260283,2,Not Distracted
260283,3,Not Distracted
260284,1,Reported as Unknown if Distracted
260284,2,Not Distracted
260285,1,Reported as Unknown if Distracted
260285,2,Reported as Unknown if Distracted
260286,1,Reported as Unknown if Distracted
260287,1,Reported as Unknown if Distracted
260288,1,Reported as Unknown if Distracted
260289,1,Reported as Unknown if Distracted
260289,2,Not Distracted
260290,1,Not Distracted
260291,1,Reported as Unknown if Distracted
260292,1,Reported as Unknown if Distracted
260293,1,Not Distracted
260294,1,Reported as Unknown if Distracted
260295,1,Reported as Unknown if Distracted
260295,2,Not Distracted
260296,1,Reported as Unknown if Distracted
260297,1,Reported as Unknown if Distracted
260297,2,Not Distracted
260298,1,Reported as Unknown if Distracted
260299,1,Reported as Unknown if Distracted
260300,1,Reported as Unknown if Distracted
260301,1,Not Distracted
260301,2,Not Distracted
260302,1,Not Distracted
260302,2,Not Distracted
260303,1,Reported as Unknown if Distracted
260303,2,Reported as Unknown if Distracted
260304,1,Reported as Unknown if Distracted
260304,2,Not Distracted
260305,1,Reported as Unknown if Distracted
260305,2,Not Distracted
260306,1,Not Distracted
260306,2,Not Distracted
260307,1,Reported as Unknown if Distracted
260307,2,Reported as Unknown if Distracted
260307,3,Reported as Unknown if Distracted
260308,1,Reported as Unknown if Distracted
260308,2,Reported as Unknown if Distracted
260309,1,Reported as Unknown if Distracted
260310,1,Reported as Unknown if Distracted
260311,1,While Manipulating Mobile Phone
260311,2,Not Distracted
260312,1,Reported as Unknown if Distracted
260312,2,Not Distracted
260313,1,Reported as Unknown if Distracted
260314,1,Reported as Unknown if Distracted
260314,2,Not Distracted
260314,3,Not Distracted
260315,1,Not Distracted
260315,2,Not Distracted
260316,1,Reported as Unknown if Distracted
260316,2,Not Distracted
260317,1,Reported as Unknown if Distracted
260317,2,Not Distracted
260317,3,Not Distracted
260318,1,Not Distracted
260319,1,Not Distracted
260320,1,Reported as Unknown if Distracted
260320,2,Not Distracted
260321,1,Not Distracted
260322,1,Reported as Unknown if Distracted
260323,1,Not Distracted
260323,2,No Driver Present/Unknown if Driver present
260324,1,Reported as Unknown if Distracted
260325,1,"Distraction (Distracted), Details Unknown"
260325,2,Not Distracted
260325,3,Not Distracted
260325,4,Not Distracted
260326,1,Not Distracted
260327,1,Reported as Unknown if Distracted
260327,2,Reported as Unknown if Distracted
260328,1,Reported as Unknown if Distracted
260329,1,Reported as Unknown if Distracted
260329,2,Not Distracted
260329,3,Not Distracted
260330,1,
260331,1,Not Distracted
260331,2,Not Distracted
260331,3,Not Distracted
260332,1,Not Distracted
260332,2,Reported as Unknown if Distracted
260333,1,Reported as Unknown if Distracted
260333,2,Reported as Unknown if Distracted
260333,3,Reported as Unknown if Distracted
260333,4,Not Distracted
260334,1,Not Distracted
260334,2,Not Distracted
260335,1,Not Distracted
260336,1,Reported as Unknown if Distracted
260336,2,Not Distracted
260337,1,While Manipulating Mobile Phone
260337,2,Reported as Unknown if Distracted
260338,1,Not Distracted
260339,1,Not Distracted
260340,1,Not Distracted
260340,2,Reported as Unknown if Distracted
260341,1,Reported as Unknown if Distracted
260341,2,Not Distracted
260342,1,Reported as Unknown if Distracted
260343,1,Not Distracted
260343,2,Not Distracted
260344,1,Reported as Unknown if Distracted
260344,2,Not Distracted
260345,1,Reported as Unknown if Distracted
260346,1,Reported as Unknown if Distracted
260347,1,Reported as Unknown if Distracted
260347,2,Reported as Unknown if Distracted
260348,1,Reported as Unknown if Distracted
260349,1,Reported as Unknown if Distracted
260350,1,Reported as Unknown if Distracted
260351,1,Reported as Unknown if Distracted
260351,2,Not Distracted
260352,1,Reported as Unknown if Distracted
260353,1,Reported as Unknown if Distracted
260354,1,"Distracted by Outside Person, Object or Event"
260355,1,Not Distracted
260355,2,Not Distracted
260356,1,Reported as Unknown if Distracted
260357,1,Reported as Unknown if Distracted
260358,1,Not Distracted
260359,1,Not Distracted
260360,1,Reported as Unknown if Distracted
260360,2,Not Distracted
260361,1,Not Distracted
260361,2,Reported as Unknown if Distracted
260362,1,Reported as Unknown if Distracted
260363,1,Reported as Unknown if Distracted
260364,1,Not Distracted
260365,1,Not Distracted
260366,1,Not Distracted
260366,2,Not Distracted
260367,1,Not Distracted
260367,2,Reported as Unknown if Distracted
260368,1,Not Distracted
260368,2,Reported as Unknown if Distracted
260369,1,Reported as Unknown if Distracted
260369,2,Not Distracted
260370,1,Reported as Unknown if Distracted
260370,2,Reported as Unknown if Distracted
260371,1,Reported as Unknown if Distracted
260372,1,Reported as Unknown if Distracted
260373,1,Reported as Unknown if Distracted
260373,2,Reported as Unknown if Distracted
260374,1,Reported as Unknown if Distracted
260374,2,Not Distracted
260375,1,Not Distracted
260376,1,Reported as Unknown if Distracted
260376,2,Not Distracted
260376,3,Not Distracted
260376,4,Not Distracted
260376,5,Not Distracted
260377,1,Reported as Unknown if Distracted
260377,2,Reported as Unknown if Distracted
260378,1,Reported as Unknown if Distracted
260379,1,Not Distracted
260380,1,Not Distracted
260381,1,Not Distracted
260382,1,Not Distracted
260382,2,Reported as Unknown if Distracted
260383,1,Not Distracted
260383,2,Reported as Unknown if Distracted
260384,1,Reported as Unknown if Distracted
260385,1,Reported as Unknown if Distracted
260385,2,Reported as Unknown if Distracted
260386,1,Reported as Unknown if Distracted
260386,2,Reported as Unknown if Distracted
260387,1,Reported as Unknown if Distracted
260387,2,Reported as Unknown if Distracted
260388,1,Not Distracted
260388,2,Not Distracted
260389,1,Not Distracted
260389,2,Reported as Unknown if Distracted
260390,1,Reported as Unknown if Distracted
260390,2,Not Distracted
260391,1,Reported as Unknown if Distracted
260391,2,Not Distracted
260392,1,Reported as Unknown if Distracted
260392,2,Reported as Unknown if Distracted
260392,3,Reported as Unknown if Distracted
260393,1,Not Distracted
260394,1,Not Distracted
260395,1,Reported as Unknown if Distracted
260395,2,Reported as Unknown if Distracted
260396,1,Not Distracted
260396,2,Not Distracted
260397,1,Reported as Unknown if Distracted
260398,1,Reported as Unknown if Distracted
260399,1,Reported as Unknown if Distracted
260399,2,Not Distracted
260400,1,Not Distracted
260401,1,Not Distracted
260402,1,Reported as Unknown if Distracted
260402,2,Not Distracted
260403,1,Reported as Unknown if Distracted
260403,2,Not Distracted
260404,1,Reported as Unknown if Distracted
260404,2,Reported as Unknown if Distracted
260405,1,Reported as Unknown if Distracted
260405,2,Not Distracted
260406,1,Reported as Unknown if Distracted
260407,1,Not Distracted
260407,2,Not Distracted
260408,1,Not Distracted
260409,1,Not Distracted
260409,2,Reported as Unknown if Distracted
260410,1,Not Distracted
260410,2,Reported as Unknown if Distracted
260411,1,Not Distracted
260412,1,Not Distracted
260413,1,Not Distracted
260413,2,Reported as Unknown if Distracted
260414,1,Not Distracted
260415,1,Not Distracted
260415,2,Not Distracted
260416,1,Not Distracted
260417,1,Reported as Unknown if Distracted
260418,1,Not Distracted
260418,2,Reported as Unknown if Distracted
260421,1,Reported as Unknown if Distracted
260421,2,Reported as Unknown if Distracted
260422,1,Not Distracted
260422,2,Not Distracted
260423,1,Reported as Unknown if Distracted
260424,1,By Other Occupant(s)
260425,1,Not Distracted
260426,1,Reported as Unknown if Distracted
260426,2,Not Distracted
260427,1,Reported as Unknown if Distracted
260427,2,Reported as Unknown if Distracted
260428,1,Reported as Unknown if Distracted
260428,2,Not Distracted
260429,1,Reported as Unknown if Distracted
260430,1,Not Distracted
260431,1,Reported as Unknown if Distracted
260431,2,Not Distracted
260432,1,Reported as Unknown if Distracted
260432,2,Reported as Unknown if Distracted
260433,1,Reported as Unknown if Distracted
260433,2,Not Distracted
260434,1,Not Distracted
260435,1,Reported as Unknown if Distracted
260436,1,Reported as Unknown if Distracted
260437,1,Reported as Unknown if Distracted
260438,1,Reported as Unknown if Distracted
260438,2,Reported as Unknown if Distracted
260438,3,Not Distracted
260438,4,Not Distracted
260438,5,Not Distracted
260438,6,Reported as Unknown if Distracted
260439,1,Not Distracted
260439,2,Not Distracted
260440,1,Reported as Unknown if Distracted
260440,2,Reported as Unknown if Distracted
260441,1,Not Distracted
260441,2,Not Distracted
260442,1,Reported as Unknown if Distracted
260442,2,Reported as Unknown if Distracted
260443,1,Not Distracted
260444,1,"Distracted by Outside Person, Object or Event"
260444,2,Not Distracted
260444,3,Not Distracted
260445,1,Not Distracted
260445,2,Reported as Unknown if Distracted
260446,1,By Other Occupant(s)
260446,2,No Driver Present/Unknown if Driver present
260447,1,Reported as Unknown if Distracted
260448,1,Reported as Unknown if Distracted
260448,2,Reported as Unknown if Distracted
260449,1,Reported as Unknown if Distracted
260450,1,Reported as Unknown if Distracted
260451,1,Reported as Unknown if Distracted
260452,1,Reported as Unknown if Distracted
260453,1,Reported as Unknown if Distracted
260454,1,Not Distracted
260455,1,Not Distracted
260455,2,Reported as Unknown if Distracted
260456,1,Not Distracted
260456,2,Not Distracted
260457,1,Not Distracted
260457,2,Not Distracted
260458,1,Reported as Unknown if Distracted
260458,2,Not Distracted
260458,3,Not Distracted
260459,1,Reported as Unknown if Distracted
260459,2,Reported as Unknown if Distracted
260459,3,Not Distracted
260460,1,"Distracted by Outside Person, Object or Event"
260461,1,Reported as Unknown if Distracted
260461,2,Reported as Unknown if Distracted
260462,1,Reported as Unknown if Distracted
260463,1,Not Distracted
260464,1,Reported as Unknown if Distracted
260464,2,Reported as Unknown if Distracted
260465,1,Reported as Unknown if Distracted
260466,1,Reported as Unknown if Distracted
260466,2,Not Distracted
260467,1,Reported as Unknown if Distracted
260468,1,Reported as Unknown if Distracted
260468,2,Not Distracted
260469,1,Reported as Unknown if Distracted
260470,1,Reported as Unknown if Distracted
260471,1,Not Distracted
260471,2,Not Distracted
260472,1,"Distracted by Outside Person, Object or Event"
260473,1,Reported as Unknown if Distracted
260473,2,Not Distracted
260474,1,Reported as Unknown if Distracted
260474,2,Not Distracted
260475,1,Reported as Unknown if Distracted
260475,2,Not Distracted
260476,1,Not Distracted
260477,1,Reported as Unknown if Distracted
260477,2,Not Distracted
260477,3,Not Distracted
260478,1,Reported as Unknown if Distracted
260479,1,Not Distracted
260479,2,Not Distracted
260480,1,Not Distracted
260480,2,Reported as Unknown if Distracted
260481,1,Not Distracted
260482,1,Not Distracted
260482,2,Reported as Unknown if Distracted
260483,1,Not Distracted
260483,2,Not Distracted
260483,3,Not Distracted
260484,1,Not Distracted
260485,1,Reported as Unknown if Distracted
260486,1,Reported as Unknown if Distracted
260486,2,Not Distracted
260486,3,Reported as Unknown if Distracted
260487,1,Reported as Unknown if Distracted
260488,1,Not Distracted
260489,1,Reported as Unknown if Distracted
260490,1,Reported as Unknown if Distracted
260490,2,Not Distracted
260490,3,Not Distracted
260491,1,Reported as Unknown if Distracted
260492,1,Reported as Unknown if Distracted
260493,1,Not Distracted
260494,1,Reported as Unknown if Distracted
260495,1,Not Distracted
260496,1,Reported as Unknown if Distracted
260497,1,Reported as Unknown if Distracted
260498,1,Reported as Unknown if Distracted
260499,1,Reported as Unknown if Distracted
260500,1,Not Distracted
260501,1,Not Distracted
260501,2,Not Distracted
260502,1,Reported as Unknown if Distracted
260503,1,Adjusting Audio Or Climate Controls
260503,2,Not Distracted
260504,1,Reported as Unknown if Distracted
260504,2,Not Distracted
260506,1,Reported as Unknown if Distracted
260507,1,Not Distracted
260507,2,Not Distracted
260508,1,Reported as Unknown if Distracted
260509,1,Reported as Unknown if Distracted
260510,1,Reported as Unknown if Distracted
260511,1,Not Distracted
260511,2,Not Distracted
260512,1,Reported as Unknown if Distracted
260512,2,Reported as Unknown if Distracted
260513,1,Not Distracted
260514,1,Reported as Unknown if Distracted
260514,2,Reported as Unknown if Distracted
260514,3,Reported as Unknown if Distracted
260515,1,Not Distracted
260516,1,Not Distracted
260517,1,Reported as Unknown if Distracted
260518,1,Reported as Unknown if Distracted
260518,2,Reported as Unknown if Distracted
260519,1,Reported as Unknown if Distracted
260520,1,Not Distracted
260520,2,Not Distracted
260521,1,Reported as Unknown if Distracted
260522,1,Reported as Unknown if Distracted
260522,2,Not Distracted
260523,1,Reported as Unknown if Distracted
260524,1,Not Distracted
260524,2,Reported as Unknown if Distracted
260525,1,Reported as Unknown if Distracted
260526,1,Reported as Unknown if Distracted
260526,2,Not Distracted
260527,1,Reported as Unknown if Distracted
260528,1,Reported as Unknown if Distracted
260529,1,Not Distracted
260530,1,Reported as Unknown if Distracted
260530,2,Not Distracted
260531,1,Reported as Unknown if Distracted
260531,2,Not Distracted
260532,1,Not Distracted
260532,2,Not Distracted
260533,1,Reported as Unknown if Distracted
260534,1,Reported as Unknown if Distracted
260535,1,Not Distracted
260535,2,Not Distracted
260536,1,Reported as Unknown if Distracted
260537,1,Reported as Unknown if Distracted
260538,1,Not Distracted
260539,1,Not Distracted
260540,1,Reported as Unknown if Distracted
260540,2,Reported as Unknown if Distracted
260541,1,Reported as Unknown if Distracted
260542,1,Reported as Unknown if Distracted
260543,1,Not Distracted
260544,1,By Other Occupant(s)
260544,2,Not Distracted
260544,3,Not Distracted
260545,1,Reported as Unknown if Distracted
260546,1,Reported as Unknown if Distracted
260546,2,Not Distracted
260547,1,Not Distracted
260548,1,Not Distracted
260548,2,Reported as Unknown if Distracted
260549,1,Reported as Unknown if Distracted
260550,1,Reported as Unknown if Distracted
260551,1,Not Distracted
260552,1,Not Distracted
260553,1,Reported as Unknown if Distracted
260554,1,Reported as Unknown if Distracted
260555,1,Reported as Unknown if Distracted
260555,2,Not Distracted
260556,1,Not Distracted
260557,1,Reported as Unknown if Distracted
260557,2,Not Distracted
260557,3,Not Distracted
260557,4,Not Distracted
260557,5,Reported as Unknown if Distracted
260558,1,Not Distracted
260558,2,Not Distracted
260559,1,Reported as Unknown if Distracted
260560,1,Not Distracted
260560,2,Reported as Unknown if Distracted
260561,1,Not Distracted
260561,2,Not Distracted
260562,1,Reported as Unknown if Distracted
260563,1,Reported as Unknown if Distracted
260564,1,Not Distracted
260565,1,Reported as Unknown if Distracted
260566,1,Reported as Unknown if Distracted
260567,1,Reported as Unknown if Distracted
260567,2,Reported as Unknown if Distracted
260568,1,Reported as Unknown if Distracted
260569,1,Not Distracted
260570,1,Reported as Unknown if Distracted
260570,2,Not Distracted
260571,1,Reported as Unknown if Distracted
260572,1,Reported as Unknown if Distracted
260572,2,Not Distracted
260573,1,Reported as Unknown if Distracted
260574,1,Reported as Unknown if Distracted
