ST_CASE,VEH_NO,VIOLATION
120011,2,None
120012,1,None
120012,2,None
120013,1,None
120014,1,Manslaughter or homicide
120014,2,None
120014,3,None
120015,1,None
120016,1,None
120018,1,Manslaughter or homicide
120018,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
120018,2,None
120019,1,None
120019,2,None
120019,3,None
120020,1,"Inattentive, careless, improper driving, driving without due care"
120020,2,None
120021,1,None
120022,1,None
120022,2,None
120023,1,Fail to obey stop sign
120023,2,None
120024,1,Manslaughter or homicide
120024,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
120024,2,None
120025,1,None
120026,1,None
120027,1,None
120027,2,None
120028,1,None
120029,1,None
120030,1,None
120030,2,None
120031,1,None
120031,2,None
120032,1,None
120032,2,None
120033,1,None
120034,1,None
120035,1,None
120036,1,None
120036,2,None
120037,1,None
120037,2,
120038,1,None
120038,2,None
120038,3,None
120039,1,None
120039,2,None
120040,1,None
120040,2,None
120041,1,None
120041,2,None
120042,1,"Lane violations, generally"
120042,1,Failure to require restraint use (by self or passengers)
120042,2,None
120043,1,None
120043,2,None
120043,3,None
120044,1,"Inattentive, careless, improper driving, driving without due care"
120044,2,
120045,1,None
120045,2,None
120046,1,None
120047,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
120047,1,Fail to yield generally
120047,1,Vehicle registration violations
120047,2,None
120048,1,None
120049,1,None
120049,2,None
120050,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
120051,1,None
120052,1,None
120053,1,None
120054,1,"Inattentive, careless, improper driving, driving without due care"
120054,2,None
120055,1,None
120056,1,None
120058,1,None
120059,1,None
120059,2,None
120060,1,Driving too slowly
120060,1,"Turn in violation of traffic control (disobey signs, turn arrow or pavement markings; not a right on red violation)"
120060,1,"Improper method & position of turn (too wide, wrong lane)"
120060,1,Equipment violations generally
120060,2,None
120061,1,None
120062,1,None
120063,1,None
120064,1,None
120065,1,None
120066,1,Manslaughter or homicide
120066,1,"Fail to give aid, info., wait for police after crash"
120067,1,None
120067,2,None
120068,1,None
120069,1,None
120069,2,None
120070,1,None
120071,1,None
120072,1,"Inattentive, careless, improper driving, driving without due care"
120073,1,None
120073,2,None
120074,1,None
120075,1,None
120075,2,None
120075,3,None
120076,1,None
120077,1,None
120077,2,None
120077,3,
120078,1,None
120079,1,None
120080,1,None
120081,1,None
120081,2,None
120081,3,None
120081,4,None
120082,1,None
120082,2,None
120083,1,None
120083,2,None
120083,3,None
120084,1,Fail to yield generally
120084,2,None
120084,3,None
120085,1,None
120086,1,None
120087,1,None
120088,1,None
120088,2,None
120089,1,None
120090,1,None
120091,1,Driving under influence of substance not intended to intoxicate
120091,2,None
120091,3,None
120093,1,None
120093,2,None
120093,3,None
120094,1,None
120095,1,"Inattentive, careless, improper driving, driving without due care"
120095,2,
120096,1,None
120096,2,None
120097,1,Manslaughter or homicide
120097,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
120097,2,None
120098,1,None
120099,1,"Lane violations, generally"
120099,2,None
120100,1,None
120100,2,None
120101,1,Manslaughter or homicide
120101,2,None
120101,3,None
120102,1,None
120103,1,None
120104,1,None
120105,1,Other driver license violations
120106,1,None
120107,1,Fail to yield generally
120108,1,None
120110,1,None
120110,2,None
120111,1,None
120112,1,None
120113,1,"Hit-and-run, fail to stop after crash"
120113,1,Vehicle registration violations
120114,1,"Hit-and-run, fail to stop after crash"
120114,2,None
120114,3,
120114,4,
120114,5,
120114,6,
120114,7,
120115,1,None
120116,1,None
120116,2,None
120117,1,None
120117,2,None
120118,1,None
120119,1,None
120120,1,None
120121,1,Driving while license withdrawn
120122,1,Manslaughter or homicide
120122,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
120123,1,None
120124,1,Manslaughter or homicide
120124,2,None
120124,3,None
120124,4,None
120125,1,None
120126,1,Serious violation resulting in death
120126,2,None
120126,3,None
120126,4,None
120127,1,None
120128,1,None
120129,1,"Inattentive, careless, improper driving, driving without due care"
120129,2,Fail to carry insurance card
120130,1,"Hit-and-run, fail to stop after crash"
120130,2,None
120131,1,None
120131,2,None
120131,3,None
120132,1,None
120132,2,None
120133,1,"Turn, yield, signaling violations generally"
120133,2,None
120134,1,None
120135,1,Fail to yield generally
120136,1,None
120136,2,None
120137,1,Manslaughter or homicide
120137,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
120137,2,None
120138,1,None
120139,1,Fail to obey stop sign
120139,2,Other driver license violations
120140,1,None
120141,1,None
120142,1,None
120142,2,None
120143,1,None
120144,1,None
120145,1,None
120147,1,None
120147,2,None
120148,1,None
120148,2,None
120149,1,None
120150,1,None
120150,2,None
120151,1,None
120151,2,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
120152,1,None
120153,1,None
120154,1,None
120155,1,None
120155,2,None
120156,1,None
120156,2,None
120157,1,None
120158,1,None
120159,1,
120159,2,Vehicle registration violations
120159,3,None
120160,1,None
120160,2,None
120161,1,None
120161,2,None
120162,1,None
120163,1,None
120163,2,None
120164,1,None
120164,2,None
120165,1,None
120166,1,None
120167,1,None
120167,2,None
120168,1,None
120168,2,None
120169,1,None
120169,2,None
120170,1,None
120170,2,None
120171,1,None
120172,1,None
120173,1,None
120174,1,None
120175,1,None
120176,1,None
120176,2,None
120177,1,None
120178,1,None
120178,2,None
120179,1,None
120180,1,None
120181,1,None
120181,2,None
120181,3,None
120182,1,None
120183,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
120184,1,None
120184,2,None
120184,3,None
120185,1,None
120186,1,None
120187,1,None
120188,1,None
120189,1,None
120190,1,None
120191,1,None
120192,1,None
120192,2,Manslaughter or homicide
120192,2,"Unsafe reckless (not willful, wanton reckless) driving"
120193,1,Speeding (above the speed limit)
120193,2,Manslaughter or homicide
120193,2,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
120194,1,None
120195,1,None
120195,2,None
120196,1,None
120196,2,None
120197,1,Fail to yield generally
120197,2,None
120198,1,None
120198,2,None
120199,1,None
120200,1,None
120201,1,None
120201,2,None
120202,1,None
120203,1,None
120203,2,None
120204,1,None
120204,2,None
120204,3,None
120205,1,None
120205,2,None
120207,1,Fail to obey stop sign
120207,2,None
120208,1,
120208,2,None
120209,1,None
120209,2,None
120209,3,None
120209,4,None
120210,1,"Inattentive, careless, improper driving, driving without due care"
120210,2,None
120211,1,None
120212,1,Fail to carry insurance card
120212,1,Driving uninsured vehicle
120213,1,None
120213,2,None
120214,1,None
120215,1,None
120216,1,None
120217,1,"Improper method & position of turn (too wide, wrong lane)"
120217,2,None
120218,1,None
120219,1,"Lane violations, generally"
120219,1,Failure to require restraint use (by self or passengers)
120219,2,None
120220,1,None
120220,2,None
120221,1,None
120222,1,None
120223,1,None
120224,1,Manslaughter or homicide
120224,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
120224,1,"Driving on left, wrong side of road, generally"
120224,1,Other driver license violations
120224,2,None
120224,3,None
120225,1,None
120226,1,None
120226,2,None
120227,1,None
120227,2,Other driver license violations
120227,3,None
120228,1,None
120230,1,None
120231,1,None
120231,2,None
120231,3,None
120232,1,Fail to yield generally
120232,2,None
120233,1,None
120235,1,None
120236,1,None
120237,1,None
120237,2,None
120238,1,None
120239,1,None
120240,1,None
120240,2,None
120241,1,None
120242,1,None
120242,2,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
120244,1,None
120244,2,None
120246,1,None
120247,1,None
120248,1,None
120249,1,Manslaughter or homicide
120249,2,None
120250,1,None
120251,1,None
120251,2,None
120251,3,None
120252,1,None
120252,2,None
120254,1,"Fail to give aid, info., wait for police after crash"
120254,1,Fail to stop for red signal
120254,2,None
120254,3,None
120255,1,None
120256,1,None
120256,2,None
120256,3,None
120259,1,None
120259,2,None
120260,1,Manslaughter or homicide
120260,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
120260,1,Fail to obey stop sign
120260,2,None
120261,1,None
120261,2,None
120261,3,None
120261,4,None
120262,1,None
120263,1,None
120264,1,None
120264,2,None
120265,1,None
120265,2,None
120266,1,None
120266,2,None
120267,1,"Lane violations, generally"
120268,1,None
120268,2,None
120269,1,None
120269,2,None
120271,1,None
120272,1,None
120272,2,None
120273,1,None
120273,2,None
120274,1,Willful reckless driving; driving to endanger; negligent driving
120274,1,"Inattentive, careless, improper driving, driving without due care"
120274,1,"Hit-and-run, fail to stop after crash"
120275,1,None
120276,1,None
120277,1,None
120277,2,None
120278,1,None
120278,2,None
120278,3,None
120279,1,None
120279,2,None
120280,1,None
120281,1,Fail to yield generally
120281,2,None
120282,1,None
120282,2,None
120284,1,None
120285,1,None
120286,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
120287,1,None
120287,2,None
120287,3,None
120288,1,None
120288,2,None
120289,1,None
120289,2,None
120290,1,None
120291,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
120291,1,"Improper method & position of turn (too wide, wrong lane)"
120291,1,Other driver license violations
120291,2,None
120292,1,"Inattentive, careless, improper driving, driving without due care"
120292,1,Fail to carry insurance card
120293,1,None
120294,1,Manslaughter or homicide
120295,1,None
120295,2,None
120295,3,None
120295,4,None
120295,5,None
120296,1,None
120297,1,Manslaughter or homicide
120297,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
120297,1,Other driver license violations
120298,1,None
120299,1,"Turn, yield, signaling violations generally"
120299,1,Failure to require restraint use (by self or passengers)
120299,2,None
120301,1,None
120302,1,None
120303,1,None
120303,2,None
120303,3,None
120304,1,None
120304,2,None
120305,1,None
120306,1,None
120306,2,None
120306,3,"Inattentive, careless, improper driving, driving without due care"
120307,1,None
120307,2,None
120308,1,None
120309,1,None
120310,1,None
120311,1,None
120311,2,None
120311,3,None
120311,4,None
120311,5,None
120312,1,None
120312,2,None
120313,1,None
120313,2,None
120314,1,None
120315,1,None
120316,1,None
120317,1,Fail to yield generally
120318,1,Manslaughter or homicide
120318,2,None
120318,3,None
120318,4,None
120319,1,Fail to yield generally
120319,2,None
120320,1,None
120320,2,None
120320,3,None
120320,4,None
120321,1,None
120322,1,Manslaughter or homicide
120322,1,"Driving on left, wrong side of road, generally"
120322,2,None
120323,1,Fail to yield generally
120323,2,None
120323,3,None
120324,1,None
120324,2,None
120324,3,None
120325,1,None
120325,2,None
120325,3,None
120326,1,None
120326,2,None
120327,1,None
120327,2,None
120327,3,None
120327,4,None
120327,5,None
120328,1,None
120329,1,None
120330,1,None
120331,1,None
120331,2,None
120332,1,None
120333,1,None
120334,1,"Turn, yield, signaling violations generally"
120334,1,Other driver license violations
120334,2,None
120334,3,None
120334,4,None
120335,1,None
120336,1,Fail to obey stop sign
120336,2,None
120337,1,None
120338,1,None
120339,1,None
120340,1,None
120341,1,Failure to require restraint use (by self or passengers)
120343,1,None
120343,2,None
120344,1,None
120344,2,
120344,3,None
120344,4,None
120344,5,None
120345,1,None
120345,2,None
120346,1,None
120346,2,None
120347,1,"Inattentive, careless, improper driving, driving without due care"
120347,2,Other driver license violations
120348,1,None
120349,1,Fail to obey stop sign
120349,2,None
120350,1,None
120350,4,None
120351,1,None
120352,1,None
120353,1,None
120353,2,None
120354,1,None
120354,2,None
120356,1,"Fail to give aid, info., wait for police after crash"
120356,1,Fail to stop for red signal
120356,1,Fail to carry insurance card
120357,1,None
120358,1,None
120358,2,None
120359,1,None
120360,1,None
120361,1,None
120362,1,None
120362,2,None
120364,1,None
120365,1,Manslaughter or homicide
120365,2,None
120366,1,Fail to yield generally
120367,1,None
120367,2,None
120368,1,None
120368,2,None
120369,1,None
120370,1,None
120371,1,None
120372,1,None
120373,1,Fail to obey stop sign
120373,1,Failure to require restraint use (by self or passengers)
120373,2,None
120374,1,None
120376,1,"Unsafe reckless (not willful, wanton reckless) driving"
120376,2,None
120377,1,None
120377,2,None
120378,1,None
120379,1,None
120380,1,None
120381,1,None
120382,1,None
120383,1,None
120384,1,None
120385,1,None
120385,2,None
120385,3,None
120386,1,None
120386,2,None
120387,1,None
120387,2,None
120388,1,Fail to stop for red signal
120388,2,None
120389,1,None
120389,2,None
120390,1,None
120390,2,None
120391,1,None
120392,1,None
120393,1,None
120394,1,Fail to yield generally
120394,2,None
120395,1,"Inattentive, careless, improper driving, driving without due care"
120395,2,None
120396,1,None
120397,1,Manslaughter or homicide
120397,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
120397,1,Driving wrong way on one-way road
120397,2,None
120398,1,None
120398,2,
120398,3,None
120399,1,None
120400,1,None
120400,2,None
120401,1,None
120402,1,None
120402,2,None
120402,3,None
120404,1,None
120404,2,None
120406,1,None
120407,1,None
120408,1,None
120408,2,None
120409,1,None
120410,1,None
120410,2,None
120411,1,None
120411,2,None
120412,1,None
120412,2,None
120413,1,None
120414,1,None
120414,2,None
120415,1,None
120415,2,None
120416,1,None
120417,1,Manslaughter or homicide
120417,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
120417,2,None
120417,3,None
120418,1,None
120419,1,None
120420,1,None
120421,1,None
120421,2,None
120422,1,None
120423,1,None
120424,1,None
120425,1,None
120426,1,None
120427,1,None
120427,2,None
120427,3,None
120428,1,None
120429,1,None
120430,1,None
120431,1,None
120432,1,None
120432,2,None
120433,1,None
120434,1,None
120435,1,"Inattentive, careless, improper driving, driving without due care"
120435,2,None
120436,1,None
120437,1,None
120437,2,None
120437,3,None
120438,1,None
120438,2,None
120439,1,None
120440,1,Fail to obey stop sign
120440,2,None
120441,1,None
120442,1,None
120443,1,"Inattentive, careless, improper driving, driving without due care"
120443,2,
120444,1,None
120445,1,None
120446,1,Fail to obey stop sign
120447,1,None
120447,2,None
120448,1,None
120448,2,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
120449,1,None
120450,1,None
120451,1,None
120451,2,None
120452,1,None
120452,2,None
120453,1,None
120453,2,Failure to require restraint use (by self or passengers)
120454,1,None
120454,2,None
120454,3,None
120455,1,None
120456,1,None
120457,1,"Lane violations, generally"
120457,2,None
120458,1,None
120459,1,"Other moving violation (coasting, backing, opening door)"
120460,1,None
120460,2,None
120461,1,None
120462,1,None
120463,1,None
120463,2,None
120464,1,None
120465,1,None
120466,1,None
120467,1,"Lane violations, generally"
120467,2,None
120468,1,None
120468,2,None
120470,1,None
120471,1,None
120473,1,None
120474,1,Fail to yield generally
120474,2,None
120475,1,None
120475,2,None
120476,1,"Inattentive, careless, improper driving, driving without due care"
120477,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
120478,1,Fail to yield generally
120478,1,Failure to require restraint use (by self or passengers)
120478,2,None
120479,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
120480,1,None
120483,1,None
120484,1,Fail to obey stop sign
120484,2,None
120485,1,None
120485,2,None
120485,3,None
120486,1,None
120487,1,Fail to yield generally
120487,2,None
120488,1,Fail to yield generally
120488,2,None
120489,1,None
120490,1,"Inattentive, careless, improper driving, driving without due care"
120490,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
120491,1,None
120491,2,None
120492,1,None
120493,1,None
120494,1,Fail to yield generally
120494,1,Failure to require restraint use (by self or passengers)
120494,2,None
120495,1,None
120497,1,None
120497,2,None
120498,1,None
120499,1,None
120500,1,None
120501,1,None
120502,1,None
120503,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
120504,1,Driving wrong way on one-way road
120504,2,None
120504,3,None
120505,1,Fail to obey stop sign
120505,1,Fail to carry insurance card
120505,2,None
120506,1,None
120507,1,None
120507,2,None
120508,1,None
120509,1,None
120510,1,None
120511,1,None
120511,2,None
120512,1,None
120513,1,"Inattentive, careless, improper driving, driving without due care"
120513,2,
120514,1,None
120514,2,None
120515,1,None
120516,1,None
120517,1,Fail to yield generally
120517,1,Vehicle registration violations
120517,2,None
120518,1,Fail to yield generally
120518,2,None
120519,1,None
120519,2,None
120520,1,None
120521,1,None
120522,1,None
120523,1,None
120524,1,None
120524,2,None
120524,3,None
120525,1,None
120526,1,None
120527,1,None
120528,1,"Improper method & position of turn (too wide, wrong lane)"
120528,2,None
120529,1,None
120529,2,None
120530,1,None
120531,1,None
120532,1,None
120532,2,None
120532,3,None
120532,4,None
120533,1,None
120533,2,None
120534,1,"Lane violations, generally"
120535,1,None
120536,1,None
120536,2,None
120537,1,None
120538,1,None
120539,1,None
120539,2,None
120540,1,Fail to obey stop sign
120540,2,None
120540,3,None
120541,1,"Lane violations, generally"
120541,1,Vehicle registration violations
120542,1,None
120543,1,None
120544,1,None
120544,2,None
120545,1,None
120546,1,None
120547,1,None
120548,1,None
120548,2,None
120549,1,None
120550,1,None
120551,1,None
120551,2,None
120552,1,None
120553,1,None
120553,2,None
120554,1,None
120555,1,None
120555,2,None
120556,1,None
120557,1,None
120558,1,None
120558,2,None
120559,1,None
120559,2,None
120560,1,None
120560,2,None
120560,3,None
120561,1,None
120562,1,None
120562,2,None
120562,3,None
120562,4,None
120563,1,None
120563,2,None
120563,3,None
120564,1,None
120565,1,None
120566,1,"Turn, yield, signaling violations generally"
120566,2,None
120567,1,None
120568,1,None
120569,1,None
120570,1,None
120570,2,None
120570,3,None
120571,1,None
120572,1,None
120572,2,None
120573,1,None
120574,1,None
120575,1,None
120576,1,None
120577,1,Fail to yield generally
120577,2,None
120578,1,None
120579,1,None
120580,1,None
120580,2,None
120581,1,"Inattentive, careless, improper driving, driving without due care"
120581,1,Vehicle registration violations
120582,1,"Inattentive, careless, improper driving, driving without due care"
120582,2,None
120584,1,None
120584,2,None
120585,1,None
120585,2,None
120585,3,None
120586,1,None
120587,1,"Hit-and-run, fail to stop after crash"
120587,2,None
120588,1,None
120589,1,None
120590,1,Fail to yield generally
120590,2,None
120591,1,None
120592,1,Manslaughter or homicide
120592,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
120592,1,Failure to require restraint use (by self or passengers)
120592,2,Manslaughter or homicide
120592,2,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
120593,1,None
120594,1,None
120596,1,None
120596,2,None
120597,1,None
120597,2,None
120598,1,None
120599,1,Manslaughter or homicide
120599,2,None
120600,1,None
120601,1,None
120603,1,None
120604,1,None
120604,2,None
120605,1,None
120606,1,Manslaughter or homicide
120606,1,"Unsafe reckless (not willful, wanton reckless) driving"
120606,1,"Inattentive, careless, improper driving, driving without due care"
120606,1,"Fail to give aid, info., wait for police after crash"
120607,1,None
120608,1,Fail to yield generally
120608,2,None
120609,1,None
120609,2,None
120609,3,None
120610,1,None
120611,1,None
120611,2,None
120611,3,None
120612,1,None
120613,1,None
120614,1,None
120614,2,None
120615,1,"Inattentive, careless, improper driving, driving without due care"
120616,1,None
120617,1,None
120617,2,None
120618,1,None
120619,1,None
120619,2,None
120620,1,None
120621,1,None
120622,1,None
120622,2,None
120623,1,None
120624,1,None
120624,2,None
120625,1,None
120626,1,None
120626,2,None
120628,1,None
120629,1,None
120630,1,Serious violation resulting in death
120630,1,Fail to obey stop sign
120630,2,None
120631,1,None
120632,1,None
120633,1,None
120634,1,None
120634,2,None
120635,1,None
120636,1,None
120637,1,None
120637,2,None
120638,1,None
120639,1,None
120641,1,None
120642,1,None
120643,1,None
120644,1,None
120645,1,None
120645,2,None
120647,1,None
120648,1,None
120648,2,None
120649,1,None
120649,2,None
120650,1,None
120650,2,None
120651,1,None
120651,2,None
120652,1,None
120653,1,None
120654,1,None
120655,1,None
120656,1,None
120657,1,Fail to yield generally
120657,2,None
120658,1,None
120659,1,None
120659,2,None
120660,1,None
120660,2,None
120660,3,None
120661,1,None
120662,1,None
120662,2,None
120662,3,None
120663,1,None
120664,1,None
120664,2,None
120664,3,None
120664,4,None
120665,1,None
120665,2,None
120666,1,None
120666,2,None
120666,3,None
120666,4,None
120666,5,None
120666,6,None
120667,1,"Turn, yield, signaling violations generally"
120667,2,None
120667,3,None
120668,1,"Lane violations, generally"
120668,1,Other driver license violations
120669,1,None
120670,1,None
120670,2,None
120671,1,None
120672,1,None
120672,2,None
120674,1,None
120676,1,None
120677,1,"Inattentive, careless, improper driving, driving without due care"
120677,1,Failure to require restraint use (by self or passengers)
120677,2,"Inattentive, careless, improper driving, driving without due care"
120678,1,None
120679,1,None
120681,1,None
120682,1,None
120682,2,None
120684,1,None
120685,1,None
120685,2,None
120686,1,None
120687,1,None
120687,2,None
120688,1,None
120689,1,None
120690,1,Fail to yield generally
120690,1,Failure to require restraint use (by self or passengers)
120690,2,None
120691,1,None
120691,2,None
120691,3,None
120692,1,Manslaughter or homicide
120692,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
120692,1,"Lane violations, generally"
120693,1,None
120693,2,None
120694,1,None
120695,1,"Inattentive, careless, improper driving, driving without due care"
120696,1,None
120696,2,None
120697,1,None
120697,2,None
120698,1,None
120700,1,None
120700,2,None
120701,1,None
120702,1,None
120702,2,None
120702,3,None
120702,4,None
120703,1,None
120703,2,None
120703,3,None
120704,1,None
120704,2,None
120705,1,"Lane violations, generally"
120705,2,None
120706,1,None
120707,1,None
120708,1,None
120709,1,None
120709,2,None
120710,1,None
120711,1,None
120712,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
120712,1,Failure to require restraint use (by self or passengers)
120713,1,None
120714,1,None
120714,2,None
120715,1,None
120715,2,None
120716,1,None
120716,2,None
120716,3,None
120717,1,None
120718,1,None
120718,2,None
120719,1,None
120719,2,None
120719,3,None
120720,1,Manslaughter or homicide
120720,1,Willful reckless driving; driving to endanger; negligent driving
120720,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
120720,2,None
120721,1,None
120722,1,None
120722,2,None
120723,1,None
120724,1,None
120725,1,None
120725,2,None
120726,1,Fail to obey stop sign
120726,2,None
120727,1,None
120727,2,None
120728,1,None
120729,1,None
120730,1,Manslaughter or homicide
120730,1,Other driver license violations
120731,1,"Inattentive, careless, improper driving, driving without due care"
120731,2,None
120732,1,Fail to yield generally
120732,2,None
120733,1,None
120733,2,None
120734,1,"Inattentive, careless, improper driving, driving without due care"
120734,1,Equipment violations generally
120735,1,None
120736,1,None
120737,1,None
120737,2,None
120738,1,Other driver license violations
120739,1,None
120740,1,None
120740,2,None
120741,1,None
120741,2,None
120742,1,None
120743,1,None
120744,1,None
120744,2,None
120745,1,None
120746,1,None
120747,1,None
120748,1,None
120749,1,None
120750,1,None
120750,2,None
120750,3,None
120751,1,None
120752,1,None
120753,1,None
120754,1,None
120754,2,None
120755,1,None
120756,1,None
120756,2,None
120756,3,None
120756,4,None
120757,1,Fail to obey stop sign
120757,2,None
120758,1,None
120758,2,None
120760,1,None
120760,2,None
120761,1,None
120762,1,None
120763,1,"Inattentive, careless, improper driving, driving without due care"
120763,2,None
120764,1,None
120765,1,None
120766,1,None
120767,1,Driving under influence of substance not intended to intoxicate
120768,1,None
120769,1,None
120770,1,None
120770,2,None
120771,1,None
120772,1,Manslaughter or homicide
120772,1,"Unsafe reckless (not willful, wanton reckless) driving"
120772,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
120772,2,None
120773,1,"Inattentive, careless, improper driving, driving without due care"
120773,2,None
120774,1,Fail to yield generally
120774,2,None
120775,1,None
120776,1,None
120777,1,None
120778,1,None
120779,1,None
120780,1,None
120781,1,None
120781,2,None
120782,1,None
120782,2,None
120782,3,None
120782,4,None
120783,1,None
120784,1,None
120784,2,None
120784,3,None
120785,1,None
120786,1,None
120787,1,"Inattentive, careless, improper driving, driving without due care"
120788,1,"Inattentive, careless, improper driving, driving without due care"
120788,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
120790,1,"Inattentive, careless, improper driving, driving without due care"
120790,2,None
120791,1,None
120792,1,"Improper method & position of turn (too wide, wrong lane)"
120792,2,None
120792,3,None
120793,1,None
120794,1,None
120795,1,None
120796,1,None
120798,1,None
120799,1,None
120799,2,None
120800,1,None
120800,2,None
120800,3,None
120801,1,None
120801,2,None
120802,1,None
120802,2,None
120803,1,None
120804,1,None
120805,1,None
120805,2,None
120806,1,None
120806,2,None
120806,3,None
120807,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
120807,1,Fail to stop for red signal
120807,2,None
120808,1,None
120809,1,"Fail to give aid, info., wait for police after crash"
120809,1,Driving while license withdrawn
120809,2,
120810,1,None
120811,1,None
120811,2,None
120812,1,None
120813,1,None
120814,1,None
120814,2,Driving while license withdrawn
120815,1,None
120815,2,None
120816,1,None
120817,1,"Driving on left, wrong side of road, generally"
120817,2,None
120818,1,"Inattentive, careless, improper driving, driving without due care"
120818,2,None
120819,1,Fail to yield generally
120819,2,None
120820,1,Fail to yield generally
120820,1,Vehicle registration violations
120820,2,None
120820,3,None
120821,1,None
120822,1,None
120822,2,None
120823,1,None
120824,1,None
120824,2,None
120825,1,None
120825,2,"Turn in violation of traffic control (disobey signs, turn arrow or pavement markings; not a right on red violation)"
120826,1,None
120826,2,None
120826,3,None
120826,4,None
120827,1,None
120828,1,None
120829,1,None
120830,1,None
120831,1,None
120831,2,None
120832,1,None
120833,1,None
120834,1,None
120834,2,None
120835,1,None
120835,2,None
120836,1,None
120836,2,None
120837,1,Fail to yield generally
120837,2,None
120838,1,None
120839,1,None
120839,2,None
120840,1,None
120840,2,None
120841,1,"Other moving violation (coasting, backing, opening door)"
120841,2,None
120842,1,None
120842,2,None
120843,1,None
120844,1,Manslaughter or homicide
120844,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
120844,1,Vehicle registration violations
120844,2,None
120844,3,None
120844,4,None
120844,5,None
120844,6,None
120844,7,None
120844,8,None
120845,1,None
120845,2,None
120846,1,None
120847,1,None
120847,2,None
120848,1,"Inattentive, careless, improper driving, driving without due care"
120850,1,None
120850,2,None
120851,1,"Inattentive, careless, improper driving, driving without due care"
120851,2,None
120852,1,None
120853,1,"Inattentive, careless, improper driving, driving without due care"
120853,1,Fail to yield generally
120853,2,None
120855,1,None
120856,1,Other driver license violations
120858,1,None
120858,2,None
120859,1,None
120860,1,None
120861,1,None
120862,1,None
120863,1,None
120864,1,None
120865,1,None
120865,2,None
120865,3,None
120865,4,None
120865,5,None
120866,1,None
120867,1,None
120868,1,None
120869,1,Unsafe or prohibited lane change
120869,2,None
120870,1,"Inattentive, careless, improper driving, driving without due care"
120871,1,None
120872,1,None
120872,2,None
120873,1,None
120874,1,None
120874,2,None
120875,1,None
120876,1,None
120877,1,None
120878,1,None
120879,1,None
120879,2,None
120880,1,None
120880,2,None
120881,1,None
120881,2,None
120882,1,None
120883,1,None
120883,2,None
120884,1,None
120884,2,None
120885,1,None
120885,2,None
120886,1,None
120886,2,None
120887,1,None
120888,1,None
120888,2,None
120890,1,"Violation of turn on red (fail to stop & yield, yield to pedestrians before turning)"
120891,1,None
120891,2,None
120893,1,Manslaughter or homicide
120893,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
120893,2,Failure to require restraint use (by self or passengers)
120893,3,Other driver license violations
120893,3,Failure to require restraint use (by self or passengers)
120894,1,None
120895,1,Fail to yield generally
120895,2,None
120896,1,None
120898,1,None
120898,2,None
120899,1,None
120900,1,None
120901,1,Fail to yield generally
120902,1,None
